,0,1,2,3,4,5,Next
11445,10C,10S,9H,,,,
11446,AC,KH,9D,KS,,,
11447,QC,10S,10C,,,,
11448,6C,5C,2S,AH,4D,AC,JS
11449,KH,JH,10S,,,,
11450,5S,QD,10H,,,,
11451,QC,3H,6H,,,,
11452,QC,QH,10H,,,,
11453,KC,KS,AD,,,,
11454,10H,6S,10C,,,,
11455,4S,3D,8C,8S,,,
11456,3H,9C,JD,,,,
11457,2D,10C,8C,,,,
11458,2S,QC,2D,3S,8C,,
11459,QH,10H,8H,,,,
11460,6C,QD,2C,QH,,,
11461,5C,KH,9C,,,,
11462,5S,QS,KH,,,,
11463,4D,2H,3S,2C,AC,QC,
11464,5H,QH,AD,6H,,,
11465,7D,7C,JC,,,,
11466,AD,5H,8D,2S,3H,,
11467,KH,JC,8S,,,,
11468,4S,3D,5D,3C,,,
11469,QH,AH,KD,,,,
11470,QD,10D,QS,,,,
11471,KD,AC,7H,5D,,,
11472,6S,7S,10D,,,,
11473,3S,10D,5D,8S,,,
11474,9D,AS,AH,,,,
11475,7S,AS,3H,,,,
11476,2H,KS,8C,,,,
11477,8D,7C,KC,,,,
11478,9C,JD,KD,,,,
11479,7C,JS,10C,,,,
11480,2D,AS,10C,JD,,,
11481,AH,KH,6S,,,,
11482,JD,JS,4H,,,,
11483,5S,QC,2D,,,,
11484,10D,QS,AH,,,,
11485,6H,JH,4D,8D,,,
11486,AD,10D,2C,,,,
11487,AH,5D,2S,KS,6C,,
11488,KS,3S,10H,,,,
11489,4H,7D,AH,KD,,,
11490,KH,5S,10C,,,,
11491,2S,JC,6C,,,,
11492,4H,6C,9D,,,,
11493,10C,5D,4S,8D,,,
11494,2H,3C,KS,4S,,,
11495,KH,9D,KD,,,,
11496,KH,3S,10S,,,,
11497,6S,10H,8C,,,,
11498,KH,6C,6H,,,,
11499,10H,KH,8C,,,,
11500,4C,6C,2S,AH,QS,,
11501,7S,9H,AS,,,,
11502,4D,10H,QH,,,,
11503,JC,QH,7D,,,,
11504,QC,4H,3D,,,,
11505,3S,7D,4H,,,,
11506,AH,3C,8H,4S,KS,,
11507,5S,KH,3H,AD,,,
11508,9C,5C,10S,,,,
11509,KH,6C,2H,,,,
11510,10H,AD,8S,,,,
11511,6S,10C,5H,,,,
11512,KS,7C,8D,,,,
11513,JC,8C,5S,,,,
11514,9H,10D,8S,,,,
11515,KD,6C,4C,AS,,,
11516,QS,8D,9C,,,,
11517,QD,7D,KC,,,,
11518,5C,8D,QS,,,,
11519,5C,5S,KH,JS,,,
11520,7C,JD,4S,,,,
11521,10D,3S,4H,QD,,,
11522,AH,6H,10H,8C,,,
11523,10H,QH,10D,,,,
11524,KS,9C,2S,,,,
11525,AH,6S,10H,10S,,,
11526,8H,7S,10H,,,,
11527,8D,AC,4S,7H,KC,,
11528,9S,KD,9H,,,,
11529,JD,8D,8S,,,,
11530,JH,8D,9C,,,,
11531,4H,JH,3S,4D,,,
11532,7C,AS,6D,6C,KC,,
11533,7S,JS,5S,,,,
11534,7D,JH,QS,,,,
11535,AD,5S,AC,9C,,,
11536,8S,2D,4H,QS,,,
11537,5S,6H,KS,,,,
11538,KS,5C,6C,,,,
11539,QD,9S,KS,,,,
11540,QC,4H,4C,9D,,,
11541,3D,7S,6D,,,,
11542,8S,2H,4H,,,,
11543,7H,JH,5C,,,,
11544,JC,4S,2C,,,,
11545,2C,9H,AC,4H,,,
11546,2D,10C,KH,,,,
11547,4H,QS,KC,,,,
11548,9H,AS,KC,6H,,,
11549,9S,AH,2C,3H,,,
11550,7H,QC,9H,,,,
11551,2S,9H,4D,QD,,,
11552,7D,10D,9D,,,,
11553,10C,2C,5H,AC,,,
11554,9S,AD,10S,9D,,,
11555,3S,KH,8H,,,,
11556,9S,2C,4H,10H,,,
11557,3C,4C,6S,AC,7D,,
11558,10S,2D,2S,KS,,,
11559,6S,7C,9S,,,,
11560,8D,5D,QD,,,,
11561,8C,KH,4C,,,,
11562,5S,6H,4H,,,,
11563,8H,2S,3H,,,,
11564,5C,2D,3C,AS,,,
11565,KS,4D,JC,,,,
11566,2C,QD,8D,KS,,,
11567,5H,2H,3D,3S,7D,,
11568,3H,KS,6D,,,,
11569,5C,AS,8H,6H,5H,,
11570,9S,9D,3H,,,,
11571,7H,JD,QS,,,,
11572,4H,QS,9D,,,,
11573,10D,10H,5S,,,,
11574,QD,6D,3C,QC,,,
11575,4C,8D,9H,,,,
11576,9D,AD,10C,5S,,,
11577,KH,2S,4S,5C,,,
11578,3C,2S,KH,6H,,,
11579,QS,7D,AC,,,,
11580,4H,KD,7S,,,,
11581,JS,9S,8H,,,,
11582,7S,10H,2D,KD,,,
11583,5D,10H,7C,,,,
11584,7H,4C,3S,2S,,,
11585,10S,5S,8S,,,,
11586,KS,AC,3S,9C,,,
11587,3C,9C,9S,,,,
11588,5H,2S,6S,,,,
11589,10H,QD,AD,,,,
11590,7H,6H,3C,8H,,,
11591,10D,AH,8S,9D,,,
11592,6S,8D,AC,6H,,,
11593,7S,5C,AC,,,,
11594,6C,JH,3S,,,,
11595,3S,4C,9C,,,,
11596,KS,7S,6S,,,,
11597,6C,KD,3C,,,,
11598,JS,9D,7C,,,,
11599,AD,JS,2S,JD,,,
11600,3C,7D,10H,3D,,,
11601,3D,JC,2H,,,,
11602,6S,JC,KC,,,,
11603,4S,7H,7D,6D,,,
11604,7H,KD,9S,,,,
11605,KC,5D,3D,QS,,,
11606,7C,4S,6S,,,,
11607,9D,2H,AC,,,,
11608,QD,JC,2H,,,,
11609,10D,QH,JS,,,,
11610,AS,QH,QD,,,,
11611,3H,QH,4D,7D,,,
11612,10D,8D,4C,,,,
11613,7S,7H,AS,KH,,,
11614,4S,QH,2C,3D,5D,,
11615,5D,7H,2D,8D,,,
11616,9D,9C,10D,,,,
11617,KS,8C,4H,,,,
11618,QH,JD,8D,,,,
11619,KS,4H,2H,3S,10S,,
11620,9H,9S,4H,,,,
11621,5D,3D,KC,8S,,,
11622,3D,9H,6D,,,,
11623,7C,10S,8D,,,,
11624,KC,8S,KS,,,,
11625,AH,JC,9H,2H,,,
11626,AD,3C,8D,4C,,,
11627,JH,AS,KC,,,,
11628,6D,QS,9C,,,,
11629,AC,QC,JS,,,,
11630,8C,AD,4S,AS,4C,5H,
11631,5C,6C,5H,7H,,,
11632,QC,JH,9S,,,,
11633,6S,3H,4D,,,,
11634,JC,QH,2S,,,,
11635,KS,3S,7C,2H,,,
11636,4D,10S,5D,8C,,,
11637,4S,5H,2D,7C,6C,,
11638,JS,6H,QS,,,,
11639,7H,4C,5C,10C,,,
11640,KC,QC,JC,,,,
11641,6S,8H,8C,,,,
11642,3C,JS,KH,,,,
11643,AH,KH,3D,9S,,,
11644,2D,9S,QD,,,,
11645,JC,AS,7S,2S,,,
11646,7H,9C,8D,,,,
11647,JD,9D,8S,,,,
11648,4H,KS,JH,,,,
11649,8H,2C,JD,,,,
11650,JH,JC,7C,,,,
11651,9H,QD,6C,,,,
11652,KC,JH,3S,,,,
11653,6S,5D,5H,10S,,,
11654,3D,10H,9C,,,,
11655,AS,10C,3H,JC,,,
11656,8H,JH,KD,,,,
11657,9D,5C,2C,,,,
11658,4D,KC,6H,3H,,,
11659,4D,3H,3S,8D,,,
11660,9D,3D,10S,,,,
11661,7D,5H,QH,,,,
11662,6C,9H,QC,,,,
11663,3S,9D,8D,,,,
11664,3D,JD,8S,,,,
11665,3S,QC,8H,,,,
11666,7D,JC,6C,,,,
11667,JS,KD,5S,,,,
11668,2C,2D,KD,JC,,,
11669,10H,4C,8C,,,,
11670,AC,3S,9S,JD,,,
11671,6S,9C,4H,3H,,,
11672,6C,10H,8H,,,,
11673,6H,7C,KC,,,,
11674,3H,KC,9S,,,,
11675,6H,8H,KD,,,,
11676,10C,2H,3H,,,,
11677,3S,3H,8D,,,,
11678,9D,8D,8C,,,,
11679,5D,3D,2C,,,,
11680,JC,6H,6C,,,,
11681,KS,8D,KH,,,,
11682,AH,8S,9D,,,,
11683,9D,4C,2D,5D,2C,,
11684,9S,2H,7H,KC,,,
11685,10H,KC,QS,,,,
11686,10C,2H,4S,,,,
11687,AC,10C,JC,,,,
11688,9H,4H,10D,,,,
11689,KD,3D,4C,,,,
11690,8D,10D,6C,,,,
11691,4D,4S,2H,,,,
11692,AH,2H,JD,,,,
11693,8S,7C,9D,,,,
11694,8C,5S,KD,,,,
11695,7S,9H,3D,,,,
11696,KS,2H,7D,8D,,,
11697,5D,3S,3D,AD,7H,,
11698,4C,AD,AS,JD,,,
11699,8S,7S,JS,,,,
11700,4S,10S,8D,,,,
11701,AC,4D,6S,,,,
11702,5D,JD,8H,,,,
11703,2C,4D,3D,KH,10S,,
11704,2C,4H,7H,9C,,,
11705,8H,QH,7D,,,,
11706,KH,8S,2D,,,,
11707,JD,3C,5C,AC,QD,,
11708,9S,7S,9H,,,,
11709,QS,8H,5C,,,,
11710,KS,2C,10D,,,,
11711,10C,7C,2S,,,,
11712,10C,3D,2D,,,,
11713,KC,7D,4S,,,,
11714,KD,8H,5C,,,,
11715,3C,2H,JH,6D,,,
11716,8C,9S,JD,,,,
11717,JS,7H,QS,,,,
11718,KD,JC,3D,,,,
11719,KH,QS,6S,,,,
11720,4D,5D,5H,10S,,,
11721,5C,AH,3H,KD,,,
11722,10D,8S,9C,,,,
11723,QS,5H,AS,,,,
11724,2H,9C,9H,AD,,,
11725,9H,8H,JD,,,,
11726,JH,3C,9D,,,,
11727,JC,7H,10D,,,,
11728,9H,2C,KS,,,,
11729,8H,AS,6C,,,,
11730,8H,10D,AD,10H,,,
11731,KD,3D,2C,,,,
11732,8H,5D,3C,,,,
11733,QH,6H,2D,4D,,,
11734,AD,7H,3S,2H,3D,,
11735,4C,3H,3C,6S,3D,,
11736,QC,3H,5D,10S,,,
11737,KH,5D,QH,,,,
11738,8S,2S,3C,8D,,,
11739,8C,8D,7C,,,,
11740,7C,6H,JH,,,,
11741,JD,6S,2H,,,,
11742,9H,10D,KC,,,,
11743,6H,QC,AS,,,,
11744,3H,5S,AD,,,,
11745,3D,6H,2H,AS,,,
11746,7S,QC,JS,,,,
11747,4H,7C,9C,9D,,,
11748,3H,7C,3D,,,,
11749,5H,8D,6C,3H,,,
11750,QS,3H,2S,JD,,,
11751,JC,10S,5D,,,,
11752,4S,8H,5C,7H,,,
11753,8H,10D,3S,,,,
11754,JD,8C,8D,,,,
11755,10H,2H,5C,7H,,,
11756,7H,9H,5H,,,,
11757,2S,10H,AC,,,,
11758,2C,3H,10C,6H,,,
11759,6H,JS,3S,,,,
11760,9D,2D,KD,,,,
11761,2C,AH,9D,KC,,,
11762,QD,4H,2C,,,,
11763,7C,AC,JD,3C,,,
11764,2H,4C,3H,5H,9D,,
11765,AH,KS,4H,6C,,,
11766,4D,6H,5S,,,,
11767,JS,10H,2D,,,,
11768,AD,4C,5S,JH,5H,,
11769,3H,4C,7H,,,,
11770,2D,10C,JH,,,,
11771,JS,5D,AH,KD,,,
11772,6H,6S,JD,,,,
11773,KD,JH,8S,,,,
11774,3C,JC,QS,,,,
11775,JS,QS,JD,,,,
11776,QH,AD,7D,,,,
11777,2S,AS,KH,5S,,,
11778,4D,QH,2H,4S,4C,,
11779,QH,4S,7S,,,,
11780,QD,9H,5D,,,,
11781,10D,4C,3S,,,,
11782,5C,JD,9D,,,,
11783,3S,AH,7D,5C,8H,,
11784,8D,7D,7C,,,,
11785,4H,AH,QD,,,,
11786,10H,5H,AS,,,,
11787,JH,5H,6D,,,,
11788,4C,2H,JH,5D,,,
11789,9H,4H,7D,6D,,,
11790,7H,2S,7D,,,,
11791,3D,7C,QC,,,,
11792,QS,2S,7D,QC,,,
11793,7S,8D,KD,,,,
11794,QC,AH,3S,5C,6H,,
11795,5H,AH,10S,,,,
11796,QS,10S,10D,,,,
11797,JS,KH,3D,,,,
11798,3D,AH,7S,3C,5S,,
11799,4S,7S,3H,AS,9S,,
11800,10C,8H,QH,,,,
11801,4C,AD,5C,JD,9C,,
11802,2C,5S,3S,8C,,,
11803,4C,10S,JS,,,,
11804,2S,AD,JH,,,,
11805,KD,QD,8H,,,,
11806,2D,9S,7H,2C,7D,,
11807,2H,JS,3H,7S,,,
11808,5C,QH,8D,,,,
11809,QS,9D,8C,,,,
11810,6H,2C,5D,3C,KC,,
11811,5C,2C,3C,,,,
11812,4S,9H,7D,7H,,,
11813,5S,6S,8C,,,,
11814,KH,5C,7S,,,,
11815,4S,10D,QC,,,,
11816,7D,9S,2H,,,,
11817,9H,4H,AH,,,,
11818,8H,JC,6S,,,,
11819,3D,6C,5S,8D,,,
11820,5C,QS,7H,,,,
11821,5H,9D,7H,,,,
11822,5C,8H,AS,3D,,,
11823,AD,9D,8H,4C,,,
11824,KD,KS,7D,,,,
11825,7S,2S,JH,4S,,,
11826,5S,AC,AD,,,,
11827,6D,QC,8C,,,,
11828,3D,4H,7D,QD,,,
11829,3D,JD,KC,,,,
11830,2H,9S,4H,8C,,,
11831,AS,5C,8D,4S,6D,,
11832,2S,7C,10C,6D,,,
11833,10S,2H,JH,,,,
11834,10C,QC,10D,,,,
11835,9D,QC,10D,,,,
11836,10H,9H,JD,,,,
11837,7S,8H,6C,,,,
11838,7D,9S,QS,,,,
11839,8S,4C,AC,,,,
11840,5D,8D,4S,,,,
11841,3D,KC,6D,8H,,,
11842,8D,2H,QC,,,,
11843,QC,7D,AH,4D,,,
11844,AS,4H,7S,,,,
11845,7C,4S,AS,KS,,,
11846,5C,7C,6S,7D,,,
11847,7S,3C,3H,,,,
11848,AC,9D,5C,2S,,,
11849,8C,JS,2S,QD,,,
11850,9C,9D,AS,,,,
11851,10D,5H,JD,,,,
11852,2H,4D,7C,KS,,,
11853,JD,6D,QD,,,,
11854,8C,3H,3D,AC,,,
11855,7D,AH,KD,AC,JH,,
11856,QD,5D,4D,2S,,,
11857,6C,AS,KH,5H,,,
11858,9C,5D,AS,4H,,,
11859,4C,6H,QH,2H,,,
11860,10C,8S,7C,,,,
11861,2S,4H,KS,,,,
11862,3D,KH,QD,,,,
11863,KD,2D,2S,2C,,,
11864,10H,2D,5D,,,,
11865,8C,AS,JD,,,,
11866,6C,AH,QS,9C,,,
11867,4C,6H,QS,6D,,,
11868,5C,3C,QC,6S,,,
11869,8S,5H,4D,3S,KD,,
11870,7H,KS,9D,,,,
11871,7H,2D,8D,,,,
11872,2D,4S,KH,9S,,,
11873,7C,6S,7H,,,,
11874,5D,3C,QD,9C,,,
11875,2C,4D,9S,KC,,,
11876,9S,5D,6C,KC,,,
11877,AD,9S,9C,7D,,,
11878,AD,JS,6C,,,,
11879,7H,7D,KS,,,,
11880,KH,AS,9D,QS,,,
11881,KD,6S,3H,,,,
11882,2D,6D,10C,,,,
11883,3D,7D,5D,KC,,,
11884,3S,KH,QD,,,,
11885,2H,6S,QD,7H,,,
11886,6D,10D,10C,,,,
11887,JD,10D,JC,,,,
11888,6S,AC,3D,JS,,,
11889,KD,JD,8S,,,,
11890,6D,5S,AH,10C,,,
11891,6D,3H,JD,7S,,,
11892,6C,AH,8S,JS,,,
11893,8C,8H,QD,,,,
11894,10D,2C,3H,JC,,,
11895,9C,3D,9D,,,,
11896,JS,4D,QH,,,,
11897,JC,3D,4H,7H,,,
11898,KH,7S,JH,,,,
11899,2H,AS,8H,KC,,,
11900,7H,8C,8D,,,,
11901,KC,5C,9D,,,,
11902,4H,4C,JH,2D,AS,,
11903,10S,2H,QS,,,,
11904,10C,7D,4C,,,,
11905,3H,KH,10C,,,,
11906,QD,8D,2D,,,,
11907,6H,8H,10D,,,,
11908,6H,7H,QH,,,,
11909,3H,AC,7S,4C,,,
11910,KD,QH,5C,,,,
11911,JS,JC,7D,,,,
11912,8S,2S,4C,,,,
11913,AS,6D,JC,2S,,,
11914,6D,2H,7S,JS,,,
11915,7H,9H,4C,10D,,,
11916,2S,JS,QC,,,,
11917,8H,AH,2H,,,,
11918,2D,8S,8D,,,,
11919,4S,9D,10S,,,,
11920,7C,4H,6D,8S,,,
11921,7H,KS,4H,,,,
11922,JH,10C,AS,,,,
11923,7D,4C,JS,,,,
11924,JH,10S,10H,,,,
11925,8S,KD,JD,,,,
11926,JD,5D,7H,,,,
11927,QD,4D,9S,,,,
11928,JC,4S,6C,7C,,,
11929,2D,9C,QD,,,,
11930,10C,JS,8H,,,,
11931,10S,3D,8D,,,,
11932,QC,AH,7C,,,,
11933,AS,4D,8D,,,,
11934,10D,9S,5S,,,,
11935,10C,6H,2H,,,,
11936,3H,7D,JC,,,,
11937,9D,7S,9H,,,,
11938,AH,JS,3S,2C,3C,4S,
11939,2D,KC,10C,,,,
11940,7S,2D,5S,,,,
11941,8C,3H,10C,,,,
11942,3S,QH,2D,JC,,,
11943,3S,5S,AC,3C,7C,,
11944,9S,6D,4S,AS,5H,,
11945,QH,9C,AS,4C,,,
11946,QC,7C,6H,,,,
11947,4C,KC,10H,,,,
11948,JH,8C,QD,,,,
11949,8D,KH,5D,,,,
11950,8C,9S,5H,,,,
11951,AD,4S,AS,3H,,,
11952,6H,QD,AH,,,,
11953,2D,QS,2H,QC,,,
11954,5C,3H,2S,,,,
11955,QS,2H,AC,,,,
11956,4S,AD,3D,,,,
11957,7D,2D,9S,,,,
11958,KC,7S,5S,,,,
11959,6S,2C,10D,QC,,,
11960,10C,9S,9D,,,,
11961,AD,KD,5D,QH,,,
11962,5D,5H,JC,JS,,,
11963,JS,AH,3S,,,,
11964,4D,JS,6H,3S,,,
11965,6D,9D,2D,,,,
11966,10S,QH,5H,,,,
11967,KC,5D,AH,3H,,,
11968,8C,3S,AD,,,,
11969,3C,8D,10C,,,,
11970,JS,8S,JC,,,,
11971,KH,8H,KS,,,,
11972,8H,8C,8D,,,,
11973,4C,JS,7S,,,,
11974,9S,2S,9D,,,,
11975,6D,2D,JH,3D,,,
11976,9H,QH,3S,,,,
11977,6S,QD,7H,,,,
11978,8H,QC,5D,,,,
11979,4C,9S,7S,,,,
11980,7D,8D,KC,,,,
11981,6D,4D,AH,9H,,,
11982,5C,JH,KD,,,,
11983,2H,KH,8D,,,,
11984,JC,9H,2D,,,,
11985,6H,3S,4S,5S,KC,,
11986,KH,10S,10H,,,,
11987,10D,3S,6D,AS,3C,,
11988,3D,2C,KD,,,,
11989,10S,QC,AS,,,,
11990,4D,10S,8C,,,,
11991,JH,8H,10C,,,,
11992,5H,6H,8D,7D,,,
11993,QS,4H,JC,,,,
11994,JS,2S,6H,JH,,,
11995,JS,8H,AC,3D,,,
11996,6S,10D,8C,,,,
11997,7H,4C,6D,,,,
11998,QS,7D,10D,,,,
11999,JS,JD,7D,,,,
12000,AS,6H,4D,6D,QD,,
12001,JS,3D,2S,QD,,,
12002,6D,KS,KH,,,,
12003,KH,6S,3S,,,,
12004,7H,10D,JH,,,,
12005,JS,5C,AH,KH,,,
12006,5D,8D,10H,,,,
12007,6S,QD,JC,,,,
12008,3D,2H,10H,,,,
12009,QS,JS,QH,,,,
12010,7C,4D,3S,,,,
12011,KC,9D,8D,,,,
12012,8S,10S,AS,,,,
12013,5D,6H,8H,JD,,,
12014,4S,6H,7D,AH,,,
12015,3D,AH,3H,,,,
12016,2H,9C,4D,,,,
12017,AS,10H,8D,8H,,,
12018,8C,QH,9D,,,,
12019,6H,10S,JD,,,,
12020,JS,5H,8C,,,,
12021,3D,QS,6C,2C,,,
12022,2H,AC,8C,3H,6S,KC,
12023,6C,KS,10S,,,,
12024,KD,QC,AH,,,,
12025,9C,JH,AD,9S,,,
12026,6C,4C,5H,6H,,,
12027,10D,8C,4D,,,,
12028,QC,AD,10S,,,,
12029,5C,QS,7S,,,,
12030,9H,3S,8H,JC,,,
12031,3C,9D,3S,,,,
12032,10H,KD,KH,,,,
12033,10H,KS,5C,,,,
12034,7D,4D,KH,,,,
12035,JS,4S,2H,,,,
12036,3H,10C,6D,4H,,,
12037,7C,10S,AD,,,,
12038,KH,QH,9D,,,,
12039,10D,7H,JS,,,,
12040,9D,10S,AD,,,,
12041,4C,JH,7D,,,,
12042,3C,JD,3D,7C,,,
12043,6S,2C,3C,6H,JC,,
12044,AH,AC,10H,,,,
12045,QC,AH,4S,5S,,,
12046,8C,JD,3D,,,,
12047,3H,QD,JC,,,,
12048,2S,9C,6S,QD,,,
12049,3S,AD,QD,,,,
12050,QD,3H,5C,10C,,,
12051,AS,QS,2C,JS,,,
12052,7S,7D,4C,10C,,,
12053,9H,5C,2D,9D,,,
12054,3C,10S,KD,,,,
12055,10C,4C,10D,,,,
12056,8H,QH,4C,,,,
12057,3H,4H,QH,,,,
12058,6C,9C,9D,,,,
12059,8H,6H,KD,,,,
12060,7H,KH,8D,,,,
12061,4H,AH,AC,8S,QH,,
12062,4C,KS,6D,,,,
12063,AS,4S,JC,,,,
12064,6H,9S,7C,,,,
12065,4C,4S,JD,,,,
12066,6C,QC,QD,,,,
12067,2H,10D,AC,4H,AS,,
12068,4S,4D,QH,6S,,,
12069,10D,KH,QS,,,,
12070,8H,8D,7S,,,,
12071,10H,KC,9H,,,,
12072,7H,KD,3C,3S,,,
12073,9D,5S,AC,,,,
12074,3C,2D,2H,,,,
12075,4D,8C,10C,,,,
12076,10S,5D,AC,2H,,,
12077,KD,KH,5D,,,,
12078,QD,5S,4C,,,,
12079,2S,3H,6D,2D,,,
12080,3H,JC,9D,,,,
12081,9S,3S,6H,3H,,,
12082,AH,10S,6C,KC,,,
12083,6H,9C,5S,9H,,,
12084,KH,7C,QC,,,,
12085,8D,9S,4H,,,,
12086,8C,7D,QC,,,,
12087,JC,10C,QC,,,,
12088,JD,4D,7S,,,,
12089,4S,2S,5S,KD,,,
12090,JH,7S,2D,,,,
12091,6H,AC,KS,,,,
12092,QS,KC,9D,,,,
12093,QD,2C,7S,JH,,,
12094,4C,2S,AD,,,,
12095,5C,4D,7D,,,,
12096,9H,3D,7S,JH,,,
12097,9H,3D,4D,KD,,,
12098,5S,3S,JH,,,,
12099,9D,10C,JH,,,,
12100,6D,8H,JD,,,,
12101,3S,5C,AC,,,,
12102,JC,KS,5D,,,,
12103,JH,AC,9S,10D,,,
12104,5D,10S,KS,,,,
12105,7S,2S,AS,9H,,,
12106,5C,2C,9C,6H,,,
12107,6D,7C,6H,,,,
12108,3C,7D,5D,KC,,,
12109,QD,8C,8S,,,,
12110,9S,7C,5D,,,,
12111,5C,2H,AD,,,,
12112,KC,4C,2D,,,,
12113,5D,9H,QC,,,,
12114,5D,JD,8S,,,,
12115,6D,6S,8S,4H,,,
12116,AH,7H,8H,8C,,,
12117,KD,5H,4C,,,,
12118,8H,3S,9H,,,,
12119,5S,2S,4D,7S,9S,,
12120,10C,KD,9D,,,,
12121,2C,3D,6H,10S,,,
12122,10S,6H,QD,,,,
12123,2C,3H,AD,10S,,,
12124,6S,KD,2S,,,,
12125,KD,AC,2D,AD,,,
12126,8C,6H,10C,,,,
12127,3H,JD,AD,,,,
12128,AS,9S,10H,10D,,,
12129,4S,JD,7D,,,,
12130,KH,5D,AD,,,,
12131,8H,KC,3S,,,,
12132,QS,9H,4C,,,,
12133,8D,6C,AC,,,,
12134,8C,2S,JS,7C,,,
12135,4S,JD,4C,AH,,,
12136,3H,JS,3C,,,,
12137,6D,5C,9D,10D,,,
12138,3C,AD,4H,6H,,,
12139,KH,6C,3C,,,,
12140,10D,9H,10H,,,,
12141,4D,7D,2C,10C,,,
12142,7D,4H,10D,,,,
12143,KH,3S,8H,,,,
12144,10C,3C,6H,2D,,,
12145,JH,6S,5D,,,,
12146,KD,9S,KH,,,,
12147,9S,2S,JC,,,,
12148,KD,2H,4D,,,,
12149,9S,AC,10C,,,,
12150,QC,QS,QH,,,,
12151,9S,6H,2C,AS,7C,,
12152,5C,9S,9H,,,,
12153,8S,4D,7D,KD,,,
12154,AH,8C,AS,9C,10C,,
12155,2D,9S,5D,QS,,,
12156,QD,6H,2S,,,,
12157,4D,10H,10C,,,,
12158,AC,QH,KD,,,,
12159,10H,8D,QC,,,,
12160,4D,10C,10S,,,,
12161,AH,QS,4S,2C,AD,9H,
12162,KC,8S,KS,,,,
12163,JS,7H,8C,,,,
12164,KD,3D,4S,,,,
12165,3S,AD,QS,,,,
12166,QC,9H,JH,,,,
12167,AH,2S,AD,,,,
12168,8D,JS,7D,,,,
12169,9H,6H,JD,,,,
12170,4D,4H,KH,KS,,,
12171,2D,7C,KH,,,,
12172,10C,QH,8H,,,,
12173,JD,10H,AC,,,,
12174,4C,3C,10S,,,,
12175,5D,AD,6D,,,,
12176,9D,6S,QS,,,,
12177,5C,4S,7C,AH,,,
12178,QC,6C,JH,,,,
12179,7C,5D,5C,,,,
12180,6S,3S,6D,KD,,,
12181,QD,AH,2S,2C,4S,AS,
12182,10C,6D,5H,,,,
12183,3H,5S,7H,8D,,,
12184,4S,10S,KH,,,,
12185,5C,QD,4H,QS,,,
12186,5C,4D,QS,2H,,,
12187,10C,5S,7C,,,,
12188,2H,3H,10D,7H,,,
12189,5C,2S,7S,JS,,,
12190,AC,10C,3D,,,,
12191,QC,10S,6C,,,,
12192,10C,6S,6H,,,,
12193,4H,2C,2H,9H,JH,,
12194,5C,JD,9S,,,,
12195,QD,JC,QC,,,,
12196,6H,KC,JS,,,,
12197,4H,2H,6S,,,,
12198,AS,JS,8H,JD,,,
12199,5H,6H,6S,,,,
12200,2D,3H,3C,,,,
12201,9C,JH,10S,,,,
12202,4D,6C,AD,,,,
12203,9C,8C,7S,,,,
12204,7S,10C,2H,,,,
12205,10C,9S,4D,,,,
12206,2C,QC,2H,,,,
12207,7H,QD,2S,6D,,,
12208,2H,6C,7D,9D,,,
12209,4D,2S,2D,,,,
12210,4H,3D,5H,,,,
12211,8D,7H,JC,,,,
12212,JD,6S,KD,,,,
12213,KC,KD,4D,,,,
12214,KH,3C,10D,,,,
12215,6S,AC,2S,,,,
12216,KH,9C,AC,10D,,,
12217,QC,4C,KC,,,,
12218,QH,KC,10H,,,,
12219,JS,JH,8C,,,,
12220,6C,4D,3D,7H,4H,,
12221,8D,2H,AC,,,,
12222,2D,2H,6C,5S,KH,,
12223,JS,9S,4S,,,,
12224,4S,QD,3C,JH,,,
12225,10H,8H,3H,,,,
12226,JD,10H,5S,,,,
12227,4D,JH,KC,,,,
12228,QS,JD,JC,,,,
12229,5C,2D,8C,KD,,,
12230,10H,QC,4S,,,,
12231,6C,KC,KD,,,,
12232,9C,AC,JS,,,,
12233,6C,QD,JD,,,,
12234,7S,JD,KD,,,,
12235,7H,8C,5D,8S,,,
12236,QS,6S,JC,,,,
12237,JS,3C,5H,5C,,,
12238,5H,AD,AH,10H,6D,,
12239,2S,10H,7C,,,,
12240,2H,6S,KC,9C,,,
12241,5S,5C,9D,QH,,,
12242,JH,5H,AS,,,,
12243,3H,10D,QS,,,,
12244,QS,7S,3D,,,,
12245,KC,9D,6C,,,,
12246,2H,5D,QC,5S,,,
12247,8H,QH,QC,,,,
12248,4D,AS,QS,,,,
12249,9D,KS,5D,,,,
12250,KD,5D,5S,AS,,,
12251,QH,9S,JH,,,,
12252,7S,QH,8H,,,,
12253,2D,5D,QH,,,,
12254,KD,6H,3D,,,,
12255,10D,QD,9D,,,,
12256,5H,2H,KC,,,,
12257,8S,KD,7C,,,,
12258,KH,5S,6S,,,,
12259,2C,JD,2D,JC,,,
12260,5H,KH,QH,,,,
12261,4D,9D,7H,,,,
12262,QC,KH,10H,,,,
12263,QC,10C,6H,,,,
12264,8D,8H,5D,,,,
12265,4D,3C,5H,6C,,,
12266,5H,4D,AC,,,,
12267,3S,2D,10H,QH,,,
12268,10S,7S,8H,,,,
12269,6H,7H,10H,,,,
12270,2H,7D,3S,,,,
12271,KD,2C,7C,,,,
12272,9S,QS,10C,,,,
12273,JS,AD,7C,,,,
12274,2D,4D,3C,QD,9H,,
12275,4S,2S,2C,8D,9S,,
