,Card0,Card1,Card2,Card3,Card4,Card5,H/S,W/L,Answer,Final,P_Score,D_Score
7586,AD,4S,,,,,1.0,1.0,1.0,0.0,15,18
7587,AD,4S,10S,,,,0.0,0.0,1.0,1.0,15,18
7588,AH,AC,,,,,0.0,0.0,1.0,1.0,12,20
7589,8D,7H,,,,,1.0,1.0,1.0,0.0,20,15
7590,8D,7H,5S,,,,1.0,0.0,0.0,1.0,24,15
7591,9S,8D,,,,,1.0,0.0,0.0,1.0,22,11
7592,3H,8C,,,,,0.0,0.0,1.0,1.0,11,13
7593,9S,10H,,,,,0.0,1.0,0.0,1.0,19,12
7594,5S,2C,,,,,1.0,1.0,1.0,0.0,11,17
7595,5S,2C,4S,,,,0.0,0.0,1.0,1.0,11,17
7596,10H,4S,,,,,0.0,0.0,1.0,1.0,14,15
7597,JC,JD,,,,,0.0,1.0,0.0,1.0,20,13
7598,4S,8D,,,,,1.0,0.0,0.0,1.0,22,17
7599,3D,QS,,,,,1.0,0.0,0.0,1.0,22,10
7600,QS,KD,,,,,0.0,1.0,0.0,1.0,20,14
7601,2S,JS,,,,,1.0,1.0,1.0,0.0,16,20
7602,2S,JS,4H,,,,0.0,1.0,0.0,1.0,16,30
7603,6S,8D,,,,,1.0,1.0,1.0,0.0,15,15
7604,6S,8D,AH,,,,0.0,1.0,0.0,1.0,15,15
7605,6D,10D,,,,,0.0,1.0,0.0,1.0,16,28
7606,2D,2H,,,,,0.0,0.0,1.0,1.0,4,17
7607,AD,4S,,,,,1.0,1.0,1.0,0.0,8,17
7608,AD,4S,3H,,,,0.0,1.0,0.0,1.0,18,27
7609,6C,7S,,,,,1.0,1.0,1.0,0.0,20,11
7610,6C,7S,7H,,,,0.0,1.0,0.0,1.0,20,27
7611,5H,3C,,,,,1.0,1.0,1.0,0.0,10,15
7612,5H,3C,2D,,,,1.0,1.0,1.0,0.0,14,15
7613,5H,3C,2D,4D,,,0.0,1.0,0.0,1.0,14,22
7614,2C,AD,,,,,0.0,1.0,0.0,1.0,13,23
7615,KC,8S,,,,,0.0,1.0,0.0,1.0,18,24
7616,10H,KS,,,,,1.0,0.0,0.0,1.0,29,16
7617,10H,5D,,,,,0.0,0.0,1.0,1.0,15,20
7618,4S,AH,,,,,1.0,1.0,1.0,0.0,15,17
7619,4S,AH,10S,,,,1.0,0.0,0.0,1.0,23,17
7620,3H,7D,,,,,1.0,1.0,1.0,0.0,11,13
7621,JD,6D,,,,,1.0,1.0,1.0,0.0,21,9
7622,QH,7D,,,,,1.0,1.0,1.0,0.0,21,8
7623,4S,7D,,,,,1.0,1.0,1.0,0.0,12,13
7624,4S,7D,AD,,,,1.0,0.0,0.0,1.0,22,13
7625,5D,6S,,,,,1.0,1.0,1.0,0.0,21,19
7626,2S,9D,,,,,1.0,1.0,1.0,0.0,14,15
7627,2S,9D,3H,,,,0.0,0.0,1.0,1.0,14,15
7628,JH,6C,,,,,0.0,0.0,1.0,1.0,16,18
7629,2H,3S,,,,,0.0,1.0,0.0,1.0,5,26
7630,QC,2D,,,,,0.0,1.0,0.0,1.0,12,9
7631,QC,QH,,,,,1.0,0.0,0.0,1.0,29,20
7632,QD,8H,,,,,1.0,0.0,0.0,1.0,28,19
7633,7H,4C,,,,,1.0,1.0,1.0,0.0,21,12
7634,AD,7H,,,,,0.0,1.0,0.0,1.0,18,14
7635,KD,8C,,,,,1.0,1.0,1.0,0.0,20,17
7636,KD,8C,2D,,,,0.0,1.0,0.0,1.0,20,17
7637,JH,4S,,,,,0.0,0.0,1.0,1.0,14,16
7638,QH,10D,,,,,1.0,0.0,0.0,1.0,30,13
7639,2C,4C,,,,,0.0,0.0,1.0,1.0,6,12
7640,3D,QD,,,,,0.0,1.0,0.0,1.0,13,28
7641,AC,9S,,,,,1.0,1.0,1.0,0.0,12,17
7642,AC,9S,2S,,,,1.0,1.0,1.0,0.0,15,17
7643,AC,9S,2S,3D,,,0.0,0.0,1.0,1.0,15,17
7644,7H,9C,,,,,0.0,0.0,1.0,1.0,16,18
7645,7D,10C,,,,,0.0,1.0,0.0,1.0,17,6
7646,JD,2D,,,,,1.0,0.0,0.0,1.0,22,12
7647,9H,AD,,,,,0.0,0.0,1.0,1.0,20,21
7648,QS,10S,,,,,1.0,0.0,0.0,1.0,28,20
7649,4C,3H,,,,,1.0,1.0,1.0,0.0,12,12
7650,4C,3H,5S,,,,1.0,0.0,0.0,1.0,22,12
7651,6C,2S,,,,,1.0,1.0,1.0,0.0,10,9
7652,6C,2S,2D,,,,0.0,1.0,0.0,1.0,10,9
7653,6D,3S,,,,,0.0,0.0,1.0,1.0,9,15
7654,2D,KC,,,,,1.0,0.0,0.0,1.0,22,9
7655,8H,5S,,,,,1.0,0.0,0.0,1.0,23,9
7656,4C,9S,,,,,1.0,0.0,0.0,1.0,23,13
7657,6S,6H,,,,,0.0,1.0,0.0,1.0,12,23
7658,2C,4S,,,,,1.0,1.0,1.0,0.0,7,16
7659,2C,4S,AC,,,,1.0,1.0,1.0,0.0,10,16
7660,2C,4S,AC,3D,,,0.0,1.0,0.0,1.0,20,16
7661,6C,QH,,,,,0.0,1.0,0.0,1.0,16,15
7662,6H,6C,,,,,0.0,0.0,1.0,1.0,12,21
7663,6D,KH,,,,,1.0,0.0,0.0,1.0,22,12
7664,KH,QC,,,,,0.0,1.0,0.0,1.0,20,20
7665,7H,7S,,,,,0.0,1.0,0.0,1.0,14,25
7666,3H,7D,,,,,1.0,1.0,1.0,0.0,12,17
7667,3H,7D,2C,,,,1.0,0.0,0.0,1.0,22,17
7668,QD,4C,,,,,1.0,1.0,1.0,0.0,17,13
7669,QD,4C,3D,,,,0.0,1.0,0.0,1.0,17,13
7670,3S,10C,,,,,1.0,0.0,0.0,1.0,23,21
7671,4C,AH,,,,,1.0,1.0,1.0,0.0,14,15
7672,4C,AH,9C,,,,0.0,0.0,1.0,1.0,14,15
7673,4S,AS,,,,,1.0,1.0,1.0,0.0,8,13
7674,4S,AS,3C,,,,1.0,1.0,1.0,0.0,10,13
7675,4S,AS,3C,2S,,,1.0,1.0,1.0,0.0,20,13
7676,4S,AS,3C,2S,JS,,1.0,0.0,0.0,1.0,25,13
7677,3C,6C,,,,,0.0,0.0,1.0,1.0,9,14
7678,QC,8H,,,,,0.0,1.0,0.0,1.0,18,11
7679,KS,5C,,,,,0.0,0.0,1.0,1.0,15,18
7680,6D,4S,,,,,1.0,1.0,1.0,0.0,16,12
7681,6D,4S,6H,,,,1.0,0.0,0.0,1.0,26,12
7682,3H,2D,,,,,1.0,1.0,1.0,0.0,8,14
7683,3H,2D,3S,,,,0.0,1.0,0.0,1.0,8,24
7684,QD,4C,,,,,0.0,1.0,0.0,1.0,14,26
7685,QH,6D,,,,,0.0,1.0,0.0,1.0,16,22
7686,KD,JD,,,,,1.0,0.0,0.0,1.0,30,17
7687,5D,AC,,,,,1.0,1.0,1.0,0.0,7,13
7688,5D,AC,AD,,,,0.0,1.0,0.0,1.0,17,13
7689,4S,5D,,,,,1.0,1.0,1.0,0.0,17,11
7690,4S,5D,8D,,,,1.0,1.0,1.0,0.0,18,11
7691,4S,5D,8D,AC,,,0.0,0.0,1.0,1.0,18,21
7692,AC,9D,,,,,0.0,1.0,0.0,1.0,20,30
7693,10D,8C,,,,,0.0,1.0,0.0,1.0,18,18
7694,QD,7C,,,,,1.0,0.0,0.0,1.0,25,12
7695,3S,QD,,,,,1.0,1.0,1.0,0.0,16,12
7696,3S,QD,3D,,,,0.0,1.0,0.0,1.0,16,29
7697,3H,4D,,,,,1.0,1.0,1.0,0.0,13,6
7698,3H,4D,6S,,,,0.0,1.0,0.0,1.0,13,6
7699,6D,5S,,,,,0.0,0.0,1.0,1.0,11,20
7700,10D,9C,,,,,0.0,1.0,0.0,1.0,19,12
7701,2S,6D,,,,,0.0,0.0,1.0,1.0,8,20
7702,AH,3H,,,,,0.0,1.0,0.0,1.0,14,14
7703,9H,JS,,,,,1.0,0.0,0.0,1.0,26,15
7704,KD,6C,,,,,1.0,0.0,0.0,1.0,24,21
7705,4C,4H,,,,,1.0,1.0,1.0,0.0,18,13
7706,4C,4H,10S,,,,0.0,1.0,0.0,1.0,18,13
7707,6S,AC,,,,,0.0,1.0,0.0,1.0,17,6
7708,8S,6S,,,,,1.0,1.0,1.0,0.0,19,11
7709,8S,6S,5H,,,,0.0,0.0,1.0,1.0,19,20
7710,6D,9D,,,,,0.0,1.0,0.0,1.0,15,30
7711,8C,10D,,,,,1.0,0.0,0.0,1.0,25,15
7712,AC,7C,,,,,0.0,1.0,0.0,1.0,18,18
7713,7D,AS,,,,,1.0,1.0,1.0,0.0,18,19
7714,7D,AS,QS,,,,1.0,0.0,0.0,1.0,24,19
7715,JS,2D,,,,,1.0,1.0,1.0,0.0,16,16
7716,JS,2D,4H,,,,1.0,0.0,0.0,1.0,24,16
7717,5D,5S,,,,,1.0,1.0,1.0,0.0,20,17
7718,5D,5S,QH,,,,1.0,0.0,0.0,1.0,30,17
7719,4C,3H,,,,,0.0,0.0,1.0,1.0,7,12
7720,QC,2C,,,,,1.0,1.0,1.0,0.0,21,17
7721,5D,10S,,,,,1.0,1.0,1.0,0.0,18,18
7722,5D,10S,3S,,,,1.0,0.0,0.0,1.0,27,18
7723,AC,5C,,,,,0.0,0.0,1.0,1.0,16,18
7724,3C,2D,,,,,1.0,1.0,1.0,0.0,13,3
7725,3C,2D,8H,,,,1.0,0.0,0.0,1.0,23,13
7726,4C,5D,,,,,1.0,1.0,1.0,0.0,15,7
7727,4C,5D,6H,,,,1.0,1.0,1.0,0.0,16,7
7728,4C,5D,6H,AD,,,1.0,1.0,1.0,0.0,21,7
7729,KH,2H,,,,,0.0,0.0,1.0,1.0,12,20
7730,KD,3C,,,,,0.0,0.0,1.0,1.0,13,17
7731,10D,4C,,,,,1.0,1.0,1.0,0.0,16,13
7732,10D,4C,2S,,,,1.0,0.0,0.0,1.0,26,13
7733,8D,5H,,,,,0.0,1.0,0.0,1.0,13,27
7734,3H,JH,,,,,1.0,0.0,0.0,1.0,23,15
7735,6H,7H,,,,,0.0,0.0,1.0,1.0,13,19
7736,6D,2S,,,,,0.0,1.0,0.0,1.0,8,23
7737,5D,4C,,,,,1.0,1.0,1.0,0.0,17,11
7738,5D,4C,8S,,,,0.0,0.0,1.0,1.0,17,21
7739,2C,7C,,,,,1.0,1.0,1.0,0.0,19,19
7740,2C,7C,QH,,,,1.0,0.0,0.0,1.0,25,19
7741,QD,10C,,,,,1.0,0.0,0.0,1.0,25,13
7742,6D,6S,,,,,0.0,1.0,0.0,1.0,12,23
7743,2S,8H,,,,,1.0,1.0,1.0,0.0,13,15
7744,2S,8H,3S,,,,1.0,1.0,1.0,0.0,17,15
7745,2S,8H,3S,4S,,,1.0,0.0,0.0,1.0,23,15
7746,5H,9D,,,,,0.0,0.0,1.0,1.0,14,20
7747,7S,2D,,,,,1.0,1.0,1.0,0.0,10,13
7748,7S,2D,AC,,,,0.0,1.0,0.0,1.0,20,13
7749,10C,3D,,,,,0.0,1.0,0.0,1.0,13,25
7750,JC,4S,,,,,1.0,1.0,1.0,0.0,17,13
7751,JC,4S,3H,,,,1.0,0.0,0.0,1.0,27,13
7752,JH,9H,,,,,1.0,0.0,0.0,1.0,27,20
7753,2S,9D,,,,,1.0,1.0,1.0,0.0,14,16
7754,2S,9D,3H,,,,0.0,0.0,1.0,1.0,14,16
7755,KH,5S,,,,,1.0,1.0,1.0,0.0,16,5
7756,KH,5S,AS,,,,0.0,1.0,0.0,1.0,16,14
7757,AS,9H,,,,,0.0,1.0,0.0,1.0,20,10
7758,8C,AD,,,,,0.0,1.0,0.0,1.0,19,14
7759,4H,2H,,,,,0.0,1.0,0.0,1.0,6,28
7760,6H,AS,,,,,1.0,1.0,1.0,0.0,16,18
7761,6H,AS,9C,,,,1.0,1.0,1.0,0.0,21,18
7762,5H,8C,,,,,1.0,0.0,0.0,1.0,22,17
7763,8H,AH,,,,,0.0,1.0,0.0,1.0,19,15
7764,4S,KD,,,,,0.0,1.0,0.0,1.0,14,23
7765,4H,8D,,,,,1.0,1.0,1.0,0.0,19,8
7766,4H,8D,7C,,,,1.0,0.0,0.0,1.0,29,8
7767,AH,9H,,,,,0.0,1.0,0.0,1.0,20,11
7768,QS,5D,,,,,1.0,0.0,0.0,1.0,25,14
7769,4D,3D,,,,,0.0,1.0,0.0,1.0,7,22
7770,2D,JH,,,,,0.0,0.0,1.0,1.0,12,21
7771,KD,6C,,,,,1.0,0.0,0.0,1.0,26,14
7772,6D,10H,,,,,1.0,0.0,0.0,1.0,25,20
7773,3D,5C,,,,,1.0,1.0,1.0,0.0,12,13
7774,3D,5C,4D,,,,1.0,1.0,1.0,0.0,17,13
7775,3D,5C,4D,5H,,,1.0,0.0,0.0,1.0,24,13
7776,7S,4S,,,,,1.0,1.0,1.0,0.0,21,8
7777,8C,2S,,,,,0.0,0.0,1.0,1.0,10,21
7778,5D,6D,,,,,0.0,0.0,1.0,1.0,11,19
7779,7H,5S,,,,,0.0,0.0,1.0,1.0,12,18
7780,7H,7S,,,,,1.0,0.0,0.0,1.0,23,19
7781,JD,JH,,,,,0.0,1.0,0.0,1.0,20,28
7782,AH,6S,,,,,0.0,0.0,1.0,1.0,17,21
7783,2H,AS,,,,,0.0,1.0,0.0,1.0,13,13
7784,5D,JC,,,,,1.0,1.0,1.0,0.0,21,14
7785,8C,7H,,,,,0.0,1.0,0.0,1.0,15,11
7786,JD,QH,,,,,0.0,1.0,0.0,1.0,20,13
7787,8C,4C,,,,,1.0,0.0,0.0,1.0,22,13
7788,AD,9S,,,,,1.0,1.0,1.0,0.0,20,4
7789,AD,9S,QH,,,,1.0,0.0,0.0,1.0,25,4
7790,9C,KC,,,,,1.0,0.0,0.0,1.0,29,12
7791,KC,5C,,,,,0.0,1.0,0.0,1.0,15,23
7792,5H,QS,,,,,1.0,1.0,1.0,0.0,16,14
7793,5H,QS,AD,,,,0.0,1.0,0.0,1.0,16,14
7794,2H,8S,,,,,0.0,0.0,1.0,1.0,10,15
7795,2D,3C,,,,,0.0,1.0,0.0,1.0,5,26
7796,AC,5H,,,,,1.0,1.0,1.0,0.0,16,15
7797,AC,5H,KC,,,,0.0,1.0,0.0,1.0,16,16
7798,7C,AH,,,,,0.0,1.0,0.0,1.0,18,22
7799,JS,9H,,,,,0.0,1.0,0.0,1.0,19,25
7800,7D,QS,,,,,0.0,1.0,0.0,1.0,17,22
7801,JD,7S,,,,,0.0,1.0,0.0,1.0,17,26
7802,KD,5H,,,,,1.0,1.0,1.0,0.0,18,20
7803,KD,5H,3H,,,,0.0,1.0,0.0,1.0,18,23
7804,10D,7D,,,,,1.0,1.0,1.0,0.0,18,5
7805,10D,7D,AH,,,,0.0,1.0,0.0,1.0,18,5
7806,8D,4C,,,,,0.0,1.0,0.0,1.0,12,30
7807,5H,JS,,,,,0.0,0.0,1.0,1.0,15,21
7808,2D,AC,,,,,1.0,1.0,1.0,0.0,8,17
7809,2D,AC,5D,,,,1.0,1.0,1.0,0.0,17,17
7810,2D,AC,5D,9D,,,0.0,1.0,0.0,1.0,17,17
7811,2S,KD,,,,,0.0,0.0,1.0,1.0,12,20
7812,5S,9H,,,,,0.0,1.0,0.0,1.0,14,13
7813,QC,6D,,,,,1.0,0.0,0.0,1.0,26,19
7814,8S,6C,,,,,0.0,0.0,1.0,1.0,14,19
7815,KS,7C,,,,,0.0,1.0,0.0,1.0,17,13
7816,8S,QD,,,,,1.0,0.0,0.0,1.0,28,18
7817,KS,9H,,,,,0.0,1.0,0.0,1.0,19,16
7818,KC,2D,,,,,1.0,1.0,1.0,0.0,17,8
7819,KC,2D,5D,,,,0.0,1.0,0.0,1.0,17,8
7820,JC,3C,,,,,0.0,1.0,0.0,1.0,13,10
7821,QD,3C,,,,,0.0,0.0,1.0,1.0,13,16
7822,10H,6C,,,,,1.0,0.0,0.0,1.0,26,8
7823,6C,5C,,,,,0.0,0.0,1.0,1.0,11,13
7824,10C,8H,,,,,0.0,1.0,0.0,1.0,18,28
7825,6S,10H,,,,,0.0,0.0,1.0,1.0,16,20
7826,8D,9C,,,,,0.0,1.0,0.0,1.0,17,15
7827,3S,4S,,,,,0.0,0.0,1.0,1.0,7,12
7828,5H,6C,,,,,0.0,1.0,0.0,1.0,11,24
7829,JS,6C,,,,,0.0,1.0,0.0,1.0,16,13
7830,3D,2C,,,,,0.0,0.0,1.0,1.0,5,16
7831,QD,3C,,,,,1.0,1.0,1.0,0.0,17,10
7832,QD,3C,4S,,,,0.0,1.0,0.0,1.0,17,22
7833,10H,JD,,,,,1.0,0.0,0.0,1.0,24,14
7834,QC,5S,,,,,1.0,1.0,1.0,0.0,18,15
7835,QC,5S,3S,,,,0.0,1.0,0.0,1.0,18,15
7836,2D,QD,,,,,1.0,1.0,1.0,0.0,20,13
7837,2D,QD,8H,,,,1.0,0.0,0.0,1.0,30,13
7838,KD,JC,,,,,1.0,0.0,0.0,1.0,29,14
7839,3H,8S,,,,,0.0,0.0,1.0,1.0,11,20
7840,4D,AC,,,,,1.0,1.0,1.0,0.0,15,3
7841,4D,AC,QH,,,,1.0,1.0,1.0,0.0,16,3
7842,4D,AC,QH,AS,,,1.0,0.0,0.0,1.0,26,13
7843,10C,4C,,,,,0.0,1.0,0.0,1.0,14,27
7844,9D,7S,,,,,0.0,0.0,1.0,1.0,16,18
7845,QH,JH,,,,,1.0,0.0,0.0,1.0,22,13
7846,4S,6S,,,,,1.0,1.0,1.0,0.0,11,10
7847,AS,3S,,,,,0.0,1.0,0.0,1.0,14,5
7848,QD,7C,,,,,0.0,1.0,0.0,1.0,17,16
7849,2D,QD,,,,,1.0,0.0,0.0,1.0,22,19
7850,JD,5C,,,,,0.0,0.0,1.0,1.0,15,16
7851,3D,10D,,,,,0.0,0.0,1.0,1.0,13,14
7852,3S,5C,,,,,1.0,1.0,1.0,0.0,15,2
7853,3S,5C,7H,,,,0.0,1.0,0.0,1.0,15,12
7854,2H,QH,,,,,0.0,0.0,1.0,1.0,12,20
7855,6H,3C,,,,,0.0,1.0,0.0,1.0,9,22
7856,KC,QD,,,,,1.0,1.0,1.0,0.0,21,16
7857,2S,KC,,,,,1.0,1.0,1.0,0.0,20,16
7858,2S,KC,8S,,,,0.0,1.0,0.0,1.0,20,16
7859,JS,4D,,,,,0.0,1.0,0.0,1.0,14,12
7860,JS,JD,,,,,0.0,1.0,0.0,1.0,20,20
7861,6C,8H,,,,,1.0,1.0,1.0,0.0,16,15
7862,6C,8H,2D,,,,0.0,0.0,1.0,1.0,16,19
7863,7S,2D,,,,,1.0,1.0,1.0,0.0,12,2
7864,7S,2D,3H,,,,1.0,1.0,1.0,0.0,18,2
7865,7S,2D,3H,6H,,,1.0,0.0,0.0,1.0,22,12
7866,4D,5D,,,,,0.0,1.0,0.0,1.0,9,8
7867,7C,3D,,,,,0.0,1.0,0.0,1.0,10,26
7868,7S,AS,,,,,0.0,1.0,0.0,1.0,18,22
7869,4H,2H,,,,,1.0,1.0,1.0,0.0,11,18
7870,4H,2H,5H,,,,1.0,1.0,1.0,0.0,15,18
7871,4H,2H,5H,4S,,,0.0,1.0,0.0,1.0,15,28
7872,10C,QS,,,,,1.0,0.0,0.0,1.0,24,14
7873,2H,5C,,,,,0.0,0.0,1.0,1.0,7,13
7874,QH,8S,,,,,0.0,1.0,0.0,1.0,18,26
7875,4S,10D,,,,,0.0,0.0,1.0,1.0,14,16
7876,QH,2D,,,,,1.0,0.0,0.0,1.0,22,12
7877,3C,7H,,,,,0.0,0.0,1.0,1.0,10,18
7878,JS,QC,,,,,1.0,0.0,0.0,1.0,22,20
7879,4H,9H,,,,,0.0,0.0,1.0,1.0,13,17
7880,6D,JC,,,,,0.0,1.0,0.0,1.0,16,12
7881,2C,3D,,,,,0.0,1.0,0.0,1.0,5,26
7882,8D,KD,,,,,1.0,0.0,0.0,1.0,28,15
7883,QS,QC,,,,,1.0,0.0,0.0,1.0,28,20
7884,7C,JC,,,,,0.0,1.0,0.0,1.0,17,12
7885,3C,10H,,,,,1.0,0.0,0.0,1.0,22,19
7886,KD,JD,,,,,1.0,0.0,0.0,1.0,22,20
7887,6D,KC,,,,,0.0,0.0,1.0,1.0,16,18
7888,7C,AS,,,,,1.0,1.0,1.0,0.0,12,5
7889,7C,AS,4S,,,,1.0,0.0,0.0,1.0,22,15
7890,8D,8H,,,,,0.0,1.0,0.0,1.0,16,12
7891,5C,2C,,,,,0.0,0.0,1.0,1.0,7,12
7892,4H,7H,,,,,0.0,0.0,1.0,1.0,11,13
7893,7D,2C,,,,,1.0,1.0,1.0,0.0,17,19
7894,7D,2C,8H,,,,0.0,0.0,1.0,1.0,17,19
7895,3C,3H,,,,,1.0,1.0,1.0,0.0,7,10
7896,3C,3H,AD,,,,1.0,1.0,1.0,0.0,15,10
7897,3C,3H,AD,8D,,,1.0,1.0,1.0,0.0,17,10
7898,3C,3H,AD,8D,2D,,0.0,1.0,0.0,1.0,17,10
7899,3H,KS,,,,,0.0,1.0,0.0,1.0,13,28
7900,9C,4D,,,,,0.0,0.0,1.0,1.0,13,14
7901,AS,7S,,,,,1.0,1.0,1.0,0.0,10,11
7902,AS,7S,2S,,,,0.0,1.0,0.0,1.0,20,11
7903,10C,6H,,,,,0.0,0.0,1.0,1.0,16,19
7904,4H,10S,,,,,1.0,0.0,0.0,1.0,24,17
7905,8C,9H,,,,,0.0,0.0,1.0,1.0,17,20
7906,5H,6H,,,,,1.0,1.0,1.0,0.0,21,8
7907,7C,JC,,,,,1.0,1.0,1.0,0.0,21,19
7908,9S,7C,,,,,0.0,1.0,0.0,1.0,16,13
7909,7S,6C,,,,,1.0,0.0,0.0,1.0,23,12
7910,5S,KS,,,,,0.0,1.0,0.0,1.0,15,9
7911,5C,7H,,,,,1.0,0.0,0.0,1.0,22,12
7912,3H,7C,,,,,0.0,1.0,0.0,1.0,10,24
7913,7C,7S,,,,,1.0,1.0,1.0,0.0,21,17
7914,2C,10C,,,,,1.0,1.0,1.0,0.0,14,15
7915,2C,10C,2D,,,,0.0,1.0,0.0,1.0,14,24
7916,9S,10C,,,,,1.0,0.0,0.0,1.0,24,7
7917,6H,6C,,,,,1.0,1.0,1.0,0.0,13,14
7918,6H,6C,AS,,,,1.0,0.0,0.0,1.0,23,14
7919,3D,6D,,,,,0.0,0.0,1.0,1.0,9,19
7920,KH,8S,,,,,1.0,1.0,1.0,0.0,19,6
7921,KH,8S,AC,,,,0.0,1.0,0.0,1.0,19,17
7922,QH,KH,,,,,0.0,1.0,0.0,1.0,20,19
7923,2C,8H,,,,,1.0,1.0,1.0,0.0,12,16
7924,2C,8H,2D,,,,1.0,1.0,1.0,0.0,15,16
7925,2C,8H,2D,3C,,,1.0,0.0,0.0,1.0,25,16
7926,8D,3D,,,,,0.0,1.0,0.0,1.0,11,26
7927,5H,KD,,,,,1.0,1.0,1.0,0.0,21,11
7928,7S,6D,,,,,0.0,1.0,0.0,1.0,13,11
7929,10D,6C,,,,,0.0,0.0,1.0,1.0,16,20
7930,QS,4C,,,,,0.0,1.0,0.0,1.0,14,10
7931,2C,2H,,,,,1.0,1.0,1.0,0.0,10,17
7932,2C,2H,6D,,,,0.0,0.0,1.0,1.0,10,17
7933,6D,10S,,,,,0.0,0.0,1.0,1.0,16,20
7934,5C,4H,,,,,1.0,1.0,1.0,0.0,19,9
7935,5C,4H,10H,,,,1.0,0.0,0.0,1.0,27,9
7936,5S,2D,,,,,0.0,0.0,1.0,1.0,7,14
7937,7S,QS,,,,,1.0,1.0,1.0,0.0,21,11
7938,KD,6H,,,,,1.0,1.0,1.0,0.0,20,9
7939,KD,6H,4H,,,,0.0,0.0,1.0,1.0,20,21
7940,QD,KD,,,,,1.0,0.0,0.0,1.0,30,15
7941,QH,7D,,,,,1.0,0.0,0.0,1.0,25,15
7942,2D,9C,,,,,1.0,1.0,1.0,0.0,21,14
7943,9C,JS,,,,,0.0,1.0,0.0,1.0,19,14
7944,JS,3H,,,,,0.0,1.0,0.0,1.0,13,24
7945,10S,9D,,,,,0.0,0.0,1.0,1.0,19,21
7946,3D,QD,,,,,1.0,1.0,1.0,0.0,19,20
7947,3D,QD,6C,,,,0.0,1.0,0.0,1.0,19,27
7948,10C,JH,,,,,1.0,0.0,0.0,1.0,25,11
7949,QC,6S,,,,,0.0,1.0,0.0,1.0,16,13
7950,5H,AS,,,,,1.0,1.0,1.0,0.0,7,12
7951,5H,AS,AD,,,,0.0,1.0,0.0,1.0,17,28
7952,9C,5H,,,,,1.0,0.0,0.0,1.0,24,12
7953,5D,8C,,,,,1.0,1.0,1.0,0.0,16,8
7954,5D,8C,3H,,,,1.0,1.0,1.0,0.0,17,8
7955,5D,8C,3H,AC,,,0.0,1.0,0.0,1.0,17,18
7956,9H,9S,,,,,1.0,0.0,0.0,1.0,28,13
7957,7C,2D,,,,,1.0,1.0,1.0,0.0,13,13
7958,7C,2D,4C,,,,0.0,0.0,1.0,1.0,13,21
7959,3C,6C,,,,,0.0,0.0,1.0,1.0,9,20
7960,QD,4S,,,,,1.0,0.0,0.0,1.0,22,7
7961,JC,6H,,,,,0.0,0.0,1.0,1.0,16,17
7962,QD,2C,,,,,1.0,1.0,1.0,0.0,15,20
7963,QD,2C,3H,,,,1.0,0.0,0.0,1.0,25,20
7964,9C,QH,,,,,0.0,1.0,0.0,1.0,19,12
7965,2S,KH,,,,,0.0,1.0,0.0,1.0,12,5
7966,6D,5D,,,,,0.0,0.0,1.0,1.0,11,15
7967,3C,JS,,,,,1.0,1.0,1.0,0.0,18,13
7968,3C,JS,5S,,,,1.0,0.0,0.0,1.0,24,13
7969,6D,9D,,,,,0.0,1.0,0.0,1.0,15,11
7970,9C,KC,,,,,0.0,1.0,0.0,1.0,19,13
7971,AD,AC,,,,,1.0,1.0,1.0,0.0,11,15
7972,8D,5H,,,,,1.0,0.0,0.0,1.0,23,20
7973,3H,7C,,,,,1.0,1.0,1.0,0.0,18,20
7974,3H,7C,8H,,,,1.0,0.0,0.0,1.0,24,20
7975,3H,KH,,,,,0.0,0.0,1.0,1.0,13,21
7976,5D,5H,,,,,1.0,1.0,1.0,0.0,14,20
7977,5D,5H,4C,,,,0.0,0.0,1.0,1.0,14,20
7978,9C,3S,,,,,0.0,1.0,0.0,1.0,12,24
7979,9H,5S,,,,,0.0,1.0,0.0,1.0,14,29
7980,6S,10D,,,,,0.0,1.0,0.0,1.0,16,15
7981,10D,5H,,,,,1.0,0.0,0.0,1.0,25,20
7982,AS,5C,,,,,0.0,1.0,0.0,1.0,16,10
7983,6C,JD,,,,,0.0,0.0,1.0,1.0,16,21
7984,8H,2S,,,,,1.0,1.0,1.0,0.0,13,13
7985,8H,2S,3D,,,,0.0,1.0,0.0,1.0,13,23
7986,KS,5D,,,,,0.0,0.0,1.0,1.0,15,21
7987,9S,3H,,,,,0.0,0.0,1.0,1.0,12,18
7988,JS,JC,,,,,0.0,1.0,0.0,1.0,20,27
7989,9H,AS,,,,,1.0,1.0,1.0,0.0,12,15
7990,9H,AS,2H,,,,0.0,1.0,0.0,1.0,12,23
7991,JD,9S,,,,,1.0,0.0,0.0,1.0,28,15
7992,4S,8D,,,,,1.0,1.0,1.0,0.0,19,8
7993,4S,8D,7D,,,,1.0,0.0,0.0,1.0,28,8
7994,10C,QC,,,,,1.0,0.0,0.0,1.0,23,13
7995,7S,AS,,,,,0.0,1.0,0.0,1.0,18,25
7996,QC,9D,,,,,1.0,1.0,1.0,0.0,21,13
7997,8S,3S,,,,,0.0,1.0,0.0,1.0,11,30
7998,2S,KC,,,,,0.0,0.0,1.0,1.0,12,13
7999,KH,KC,,,,,1.0,1.0,1.0,0.0,21,14
8000,JC,3D,,,,,0.0,1.0,0.0,1.0,13,10
