,Card0,Card1,Card2,Card3,Card4,Card5,H/S,W/L,Answer,Final,P_Score,D_Score
5932,3D,7D,,,,,1.0,1.0,1.0,0.0,20,7
5933,3D,7D,JD,,,,0.0,1.0,0.0,1.0,20,25
5934,JS,7H,,,,,0.0,0.0,1.0,1.0,17,19
5935,KH,10S,,,,,1.0,0.0,0.0,1.0,27,20
5936,7S,3C,,,,,0.0,0.0,1.0,1.0,10,13
5937,JD,KD,,,,,1.0,0.0,0.0,1.0,28,13
5938,7D,4H,,,,,1.0,1.0,1.0,0.0,19,20
5939,7D,4H,8H,,,,1.0,0.0,0.0,1.0,22,20
5940,5S,QD,,,,,0.0,0.0,1.0,1.0,15,17
5941,KC,9S,,,,,0.0,1.0,0.0,1.0,19,28
5942,2C,8H,,,,,0.0,0.0,1.0,1.0,10,21
5943,3D,4D,,,,,1.0,1.0,1.0,0.0,17,20
5944,3D,4D,KH,,,,1.0,1.0,1.0,0.0,19,20
5945,3D,4D,KH,2S,,,1.0,0.0,0.0,1.0,24,20
5946,JH,9H,,,,,1.0,0.0,0.0,1.0,22,17
5947,JH,7D,,,,,0.0,0.0,1.0,1.0,17,19
5948,AC,7H,,,,,1.0,1.0,1.0,0.0,16,19
5949,AC,7H,8D,,,,1.0,0.0,0.0,1.0,24,19
5950,7S,AH,,,,,1.0,1.0,1.0,0.0,17,7
5951,7S,AH,9S,,,,1.0,0.0,0.0,1.0,26,7
5952,4H,JS,,,,,0.0,0.0,1.0,1.0,14,19
5953,10S,QS,,,,,0.0,1.0,0.0,1.0,20,23
5954,2C,10C,,,,,0.0,0.0,1.0,1.0,12,17
5955,10C,9D,,,,,0.0,0.0,1.0,1.0,19,20
5956,7S,AH,,,,,1.0,1.0,1.0,0.0,14,9
5957,7S,AH,6H,,,,0.0,0.0,1.0,1.0,14,20
5958,10D,3H,,,,,0.0,0.0,1.0,1.0,13,15
5959,8H,6D,,,,,1.0,1.0,1.0,0.0,19,12
5960,8H,6D,5H,,,,0.0,1.0,0.0,1.0,19,22
5961,9H,KC,,,,,1.0,1.0,1.0,0.0,20,13
5962,9H,KC,AS,,,,0.0,1.0,0.0,1.0,20,25
5963,8S,5D,,,,,1.0,0.0,0.0,1.0,23,6
5964,8D,5D,,,,,1.0,1.0,1.0,0.0,21,14
5965,9S,QD,,,,,1.0,0.0,0.0,1.0,22,18
5966,7H,6D,,,,,1.0,1.0,1.0,0.0,15,20
5967,7H,6D,2D,,,,1.0,1.0,1.0,0.0,20,20
5968,7H,6D,2D,5H,,,0.0,1.0,0.0,1.0,20,30
5969,QH,KC,,,,,0.0,1.0,0.0,1.0,20,27
5970,9C,KH,,,,,0.0,0.0,1.0,1.0,19,20
5971,2H,AC,,,,,1.0,1.0,1.0,0.0,13,7
5972,2H,AC,10H,,,,1.0,0.0,0.0,1.0,23,7
5973,7H,9H,,,,,1.0,0.0,0.0,1.0,26,19
5974,5H,AS,,,,,1.0,1.0,1.0,0.0,16,16
5975,5H,AS,JC,,,,0.0,1.0,0.0,1.0,16,23
5976,5S,9D,,,,,1.0,1.0,1.0,0.0,15,11
5977,5S,9D,AH,,,,1.0,0.0,0.0,1.0,23,11
5978,2S,3D,,,,,0.0,0.0,1.0,1.0,5,19
5979,2H,9S,,,,,0.0,0.0,1.0,1.0,11,14
5980,QD,3D,,,,,0.0,0.0,1.0,1.0,13,21
5981,7H,9H,,,,,1.0,0.0,0.0,1.0,26,11
5982,AC,5H,,,,,0.0,0.0,1.0,1.0,16,21
5983,3S,10C,,,,,0.0,0.0,1.0,1.0,13,15
5984,8C,QS,,,,,0.0,0.0,1.0,1.0,18,21
5985,AD,3S,,,,,0.0,0.0,1.0,1.0,14,20
5986,2H,KS,,,,,0.0,0.0,1.0,1.0,12,17
5987,AC,4C,,,,,0.0,0.0,1.0,1.0,15,20
5988,QD,KH,,,,,1.0,0.0,0.0,1.0,25,14
5989,6D,QH,,,,,0.0,0.0,1.0,1.0,16,21
5990,5H,6D,,,,,1.0,1.0,1.0,0.0,21,12
5991,2H,8H,,,,,0.0,0.0,1.0,1.0,10,13
5992,QD,3D,,,,,1.0,1.0,1.0,0.0,21,20
5993,KH,7S,,,,,1.0,0.0,0.0,1.0,26,12
5994,5S,3S,,,,,1.0,1.0,1.0,0.0,12,5
5995,5S,3S,4S,,,,0.0,0.0,1.0,1.0,12,15
5996,AS,5H,,,,,0.0,0.0,1.0,1.0,16,17
5997,7H,9H,,,,,1.0,0.0,0.0,1.0,26,15
5998,KD,3H,,,,,0.0,0.0,1.0,1.0,13,19
5999,5D,KC,,,,,1.0,1.0,1.0,0.0,17,20
6000,5D,KC,2D,,,,1.0,0.0,0.0,1.0,26,20
6001,4S,9D,,,,,1.0,1.0,1.0,0.0,18,10
6002,4S,9D,5D,,,,0.0,0.0,1.0,1.0,18,20
6003,3C,8H,,,,,1.0,1.0,1.0,0.0,21,19
6004,9S,7D,,,,,0.0,0.0,1.0,1.0,16,19
6005,KH,9D,,,,,0.0,1.0,0.0,1.0,19,28
6006,4D,KH,,,,,1.0,1.0,1.0,0.0,21,18
6007,6D,10S,,,,,1.0,0.0,0.0,1.0,25,15
6008,4D,2H,,,,,1.0,1.0,1.0,0.0,7,10
6009,4D,2H,AD,,,,0.0,0.0,1.0,1.0,17,20
6010,10C,4H,,,,,1.0,1.0,1.0,0.0,16,11
6011,10C,4H,2S,,,,1.0,0.0,0.0,1.0,23,21
6012,2C,3S,,,,,1.0,1.0,1.0,0.0,9,14
6013,2C,3S,4H,,,,0.0,0.0,1.0,1.0,9,14
6014,10H,7H,,,,,1.0,0.0,0.0,1.0,22,13
6015,QC,10S,,,,,1.0,0.0,0.0,1.0,30,20
6016,JC,2D,,,,,1.0,1.0,1.0,0.0,21,17
6017,6C,2S,,,,,0.0,0.0,1.0,1.0,8,12
6018,10D,JC,,,,,0.0,1.0,0.0,1.0,20,24
6019,3H,7C,,,,,1.0,1.0,1.0,0.0,18,8
6020,3H,7C,8S,,,,1.0,1.0,1.0,0.0,21,8
6021,8S,9S,,,,,1.0,1.0,1.0,0.0,21,17
6022,7H,9S,,,,,1.0,0.0,0.0,1.0,23,12
6023,6S,KS,,,,,0.0,1.0,0.0,1.0,16,23
6024,3H,4C,,,,,1.0,1.0,1.0,0.0,11,9
6025,3H,4C,4D,,,,1.0,1.0,1.0,0.0,14,9
6026,3H,4C,4D,3D,,,0.0,0.0,1.0,1.0,14,20
6027,5H,3D,,,,,0.0,0.0,1.0,1.0,8,15
6028,8S,7S,,,,,1.0,0.0,0.0,1.0,25,19
6029,JH,10C,,,,,1.0,0.0,0.0,1.0,22,15
6030,7D,3H,,,,,0.0,0.0,1.0,1.0,10,17
6031,10H,KH,,,,,1.0,0.0,0.0,1.0,24,20
6032,4C,2H,,,,,0.0,0.0,1.0,1.0,6,13
6033,JD,4H,,,,,1.0,1.0,1.0,0.0,19,16
6034,JD,4H,5H,,,,1.0,0.0,0.0,1.0,29,16
6035,4S,QC,,,,,0.0,0.0,1.0,1.0,14,21
6036,8S,7D,,,,,1.0,1.0,1.0,0.0,17,20
6037,8S,7D,2H,,,,1.0,0.0,0.0,1.0,23,20
6038,3D,KH,,,,,0.0,0.0,1.0,1.0,13,21
6039,5S,6C,,,,,0.0,0.0,1.0,1.0,11,15
6040,9D,8C,,,,,0.0,1.0,0.0,1.0,17,26
6041,3C,2D,,,,,1.0,1.0,1.0,0.0,9,15
6042,3C,2D,4S,,,,0.0,0.0,1.0,1.0,9,15
6043,5S,4C,,,,,1.0,1.0,1.0,0.0,17,8
6044,5S,4C,8C,,,,0.0,0.0,1.0,1.0,17,19
6045,9H,JS,,,,,1.0,0.0,0.0,1.0,29,20
6046,QS,4H,,,,,1.0,0.0,0.0,1.0,24,9
6047,8D,8S,,,,,0.0,0.0,1.0,1.0,16,20
6048,10D,8C,,,,,0.0,0.0,1.0,1.0,18,19
6049,9D,10C,,,,,0.0,1.0,0.0,1.0,19,23
6050,JC,JD,,,,,0.0,1.0,0.0,1.0,20,30
6051,JS,9C,,,,,1.0,1.0,1.0,0.0,21,10
6052,AC,5H,,,,,1.0,1.0,1.0,0.0,13,20
6053,AC,5H,7S,,,,0.0,0.0,1.0,1.0,13,20
6054,4S,9C,,,,,1.0,1.0,1.0,0.0,21,10
6055,7S,QS,,,,,1.0,1.0,1.0,0.0,18,5
6056,7S,QS,AH,,,,1.0,0.0,0.0,1.0,26,5
6057,2C,3S,,,,,1.0,1.0,1.0,0.0,7,13
6058,2C,3S,2H,,,,0.0,0.0,1.0,1.0,7,13
6059,QS,2C,,,,,1.0,1.0,1.0,0.0,15,12
6060,QS,2C,3D,,,,1.0,1.0,1.0,0.0,16,12
6061,QS,2C,3D,AD,,,0.0,1.0,0.0,1.0,16,24
6062,JS,QC,,,,,0.0,0.0,1.0,1.0,20,21
6063,QS,4D,,,,,1.0,1.0,1.0,0.0,21,16
6064,AS,4S,,,,,1.0,1.0,1.0,0.0,15,8
6065,AS,4S,KC,,,,1.0,1.0,1.0,0.0,18,8
6066,AS,4S,KC,3H,,,0.0,1.0,0.0,1.0,18,22
6067,QS,7H,,,,,0.0,0.0,1.0,1.0,17,21
6068,4H,5C,,,,,1.0,1.0,1.0,0.0,10,13
6069,4H,5C,AD,,,,1.0,1.0,1.0,0.0,17,13
6070,4H,5C,AD,7D,,,1.0,0.0,0.0,1.0,23,13
6071,3C,KD,,,,,0.0,1.0,0.0,1.0,13,22
6072,6H,9S,,,,,1.0,0.0,0.0,1.0,25,19
6073,6C,3S,,,,,0.0,0.0,1.0,1.0,9,20
6074,8C,JC,,,,,1.0,1.0,1.0,0.0,19,12
6075,8C,JC,AH,,,,1.0,0.0,0.0,1.0,29,12
6076,7H,2S,,,,,1.0,1.0,1.0,0.0,19,20
6077,7H,2S,QH,,,,0.0,0.0,1.0,1.0,19,20
6078,5S,2C,,,,,1.0,1.0,1.0,0.0,16,14
6079,5S,2C,9C,,,,1.0,1.0,1.0,0.0,17,14
6080,5S,2C,9C,AS,,,1.0,0.0,0.0,1.0,27,14
6081,AH,7S,,,,,1.0,1.0,1.0,0.0,16,20
6082,AH,7S,8H,,,,0.0,0.0,1.0,1.0,16,20
6083,5D,2S,,,,,1.0,1.0,1.0,0.0,15,17
6084,5D,2S,8S,,,,0.0,0.0,1.0,1.0,15,17
6085,4S,10H,,,,,1.0,1.0,1.0,0.0,17,16
6086,4S,10H,3S,,,,1.0,0.0,0.0,1.0,22,16
6087,KS,KH,,,,,0.0,0.0,1.0,1.0,20,21
6088,6H,QS,,,,,1.0,1.0,1.0,0.0,18,15
6089,6H,QS,2D,,,,0.0,0.0,1.0,1.0,18,19
6090,4C,QC,,,,,0.0,0.0,1.0,1.0,14,17
6091,7H,6D,,,,,1.0,1.0,1.0,0.0,19,11
6092,7H,6D,6H,,,,1.0,0.0,0.0,1.0,27,21
6093,JH,7H,,,,,0.0,0.0,1.0,1.0,17,18
6094,JD,4S,,,,,1.0,0.0,0.0,1.0,24,15
6095,KH,JH,,,,,1.0,0.0,0.0,1.0,29,12
6096,7S,QH,,,,,0.0,1.0,0.0,1.0,17,25
6097,7D,AC,,,,,1.0,1.0,1.0,0.0,18,14
6098,7D,AC,10C,,,,1.0,0.0,0.0,1.0,28,14
6099,9H,2S,,,,,0.0,0.0,1.0,1.0,11,12
6100,3D,QS,,,,,1.0,1.0,1.0,0.0,18,15
6101,3D,QS,5C,,,,1.0,0.0,0.0,1.0,26,15
6102,JS,2H,,,,,1.0,0.0,0.0,1.0,22,15
6103,QC,6S,,,,,1.0,0.0,0.0,1.0,26,16
6104,10D,5D,,,,,0.0,0.0,1.0,1.0,15,20
6105,3H,JH,,,,,0.0,0.0,1.0,1.0,13,14
6106,KD,JH,,,,,0.0,1.0,0.0,1.0,20,25
6107,9C,3H,,,,,1.0,0.0,0.0,1.0,22,20
6108,6S,7H,,,,,1.0,1.0,1.0,0.0,14,14
6109,6S,7H,AC,,,,0.0,0.0,1.0,1.0,14,17
6110,8H,9H,,,,,0.0,1.0,0.0,1.0,17,23
6111,QC,KC,,,,,0.0,1.0,0.0,1.0,20,24
6112,AH,AD,,,,,1.0,1.0,1.0,0.0,12,10
6113,AH,AD,QH,,,,1.0,1.0,1.0,0.0,17,10
6114,AH,AD,QH,5D,,,1.0,0.0,0.0,1.0,23,10
6115,8C,KS,,,,,0.0,1.0,0.0,1.0,18,24
6116,10C,6H,,,,,0.0,1.0,0.0,1.0,16,25
6117,AC,4H,,,,,1.0,1.0,1.0,0.0,10,7
6118,AC,4H,5S,,,,1.0,1.0,1.0,0.0,20,7
6119,AC,4H,5S,QC,,,1.0,0.0,0.0,1.0,25,7
6120,2S,3S,,,,,0.0,0.0,1.0,1.0,5,14
6121,10C,5H,,,,,0.0,0.0,1.0,1.0,15,17
6122,7D,6D,,,,,0.0,0.0,1.0,1.0,13,20
6123,7C,3S,,,,,0.0,0.0,1.0,1.0,10,12
6124,9S,2S,,,,,1.0,1.0,1.0,0.0,21,13
6125,7S,10D,,,,,0.0,1.0,0.0,1.0,17,25
6126,AD,2D,,,,,1.0,1.0,1.0,0.0,13,11
6127,AD,2D,QH,,,,1.0,1.0,1.0,0.0,14,11
6128,AD,2D,QH,AC,,,1.0,0.0,0.0,1.0,23,11
6129,9H,6C,,,,,1.0,1.0,1.0,0.0,16,12
6130,9H,6C,AC,,,,0.0,0.0,1.0,1.0,16,19
6131,AD,5C,,,,,1.0,1.0,1.0,0.0,16,11
6132,AD,5C,10C,,,,0.0,1.0,0.0,1.0,16,25
6133,8D,JD,,,,,0.0,1.0,0.0,1.0,18,27
6134,10C,6H,,,,,1.0,0.0,0.0,1.0,25,17
6135,5D,9D,,,,,0.0,1.0,0.0,1.0,14,23
6136,3S,2D,,,,,0.0,0.0,1.0,1.0,5,18
6137,3D,QS,,,,,0.0,0.0,1.0,1.0,13,20
6138,9C,4D,,,,,1.0,0.0,0.0,1.0,23,17
6139,4H,QH,,,,,0.0,1.0,0.0,1.0,14,22
6140,10S,6H,,,,,1.0,1.0,1.0,0.0,18,9
6141,10S,6H,2S,,,,0.0,0.0,1.0,1.0,18,19
6142,KD,2C,,,,,0.0,0.0,1.0,1.0,12,21
6143,10D,3H,,,,,1.0,1.0,1.0,0.0,19,15
6144,10D,3H,6C,,,,1.0,0.0,0.0,1.0,24,15
6145,AD,7H,,,,,1.0,1.0,1.0,0.0,14,11
6146,AD,7H,6C,,,,0.0,0.0,1.0,1.0,14,21
6147,7H,8C,,,,,1.0,0.0,0.0,1.0,25,19
6148,5C,JD,,,,,1.0,0.0,0.0,1.0,25,20
6149,4C,8D,,,,,1.0,1.0,1.0,0.0,13,20
6150,4C,8D,AH,,,,1.0,0.0,0.0,1.0,23,20
6151,8C,2H,,,,,1.0,1.0,1.0,0.0,13,14
6152,8C,2H,3C,,,,1.0,1.0,1.0,0.0,21,14
6153,4C,8D,,,,,1.0,1.0,1.0,0.0,19,19
6154,4C,8D,7C,,,,0.0,1.0,0.0,1.0,19,29
6155,QD,QS,,,,,1.0,0.0,0.0,1.0,30,14
6156,KS,10D,,,,,0.0,1.0,0.0,1.0,20,28
6157,7H,4H,,,,,0.0,0.0,1.0,1.0,11,13
6158,KD,10H,,,,,0.0,1.0,0.0,1.0,20,23
6159,QD,2D,,,,,1.0,1.0,1.0,0.0,16,4
6160,QD,2D,4H,,,,0.0,1.0,0.0,1.0,16,24
6161,8C,3H,,,,,1.0,1.0,1.0,0.0,13,13
6162,8C,3H,2D,,,,1.0,1.0,1.0,0.0,21,13
6163,KD,6S,,,,,0.0,0.0,1.0,1.0,16,20
6164,3D,AD,,,,,0.0,0.0,1.0,1.0,14,19
6165,6C,2S,,,,,0.0,0.0,1.0,1.0,8,17
6166,JH,KC,,,,,1.0,0.0,0.0,1.0,22,13
6167,2D,10S,,,,,1.0,1.0,1.0,0.0,13,13
6168,2D,10S,AD,,,,1.0,1.0,1.0,0.0,18,13
6169,2D,10S,AD,5H,,,0.0,1.0,0.0,1.0,18,23
6170,KD,9C,,,,,1.0,0.0,0.0,1.0,29,12
6171,8D,9S,,,,,1.0,0.0,0.0,1.0,24,5
6172,10S,6D,,,,,0.0,0.0,1.0,1.0,16,19
6173,9D,5C,,,,,0.0,0.0,1.0,1.0,14,16
6174,8D,JS,,,,,0.0,1.0,0.0,1.0,18,26
6175,7D,5S,,,,,0.0,0.0,1.0,1.0,12,17
6176,JS,2D,,,,,1.0,0.0,0.0,1.0,22,18
6177,3D,10D,,,,,0.0,0.0,1.0,1.0,13,19
6178,5H,KC,,,,,0.0,0.0,1.0,1.0,15,20
6179,9D,QC,,,,,0.0,1.0,0.0,1.0,19,25
6180,9C,JC,,,,,1.0,0.0,0.0,1.0,29,12
6181,6H,5S,,,,,0.0,0.0,1.0,1.0,11,18
6182,6H,5C,,,,,1.0,1.0,1.0,0.0,21,12
6183,4S,10S,,,,,1.0,1.0,1.0,0.0,18,6
6184,4S,10S,4C,,,,1.0,0.0,0.0,1.0,28,16
6185,3S,10D,,,,,0.0,0.0,1.0,1.0,13,20
6186,2C,7D,,,,,1.0,1.0,1.0,0.0,19,18
6187,2C,7D,10D,,,,1.0,1.0,1.0,0.0,21,18
6188,9S,JC,,,,,0.0,1.0,0.0,1.0,19,24
6189,7C,7S,,,,,1.0,1.0,1.0,0.0,18,16
6190,7C,7S,4D,,,,0.0,1.0,0.0,1.0,18,26
6191,2C,10D,,,,,1.0,1.0,1.0,0.0,16,10
6192,2C,10D,4D,,,,0.0,0.0,1.0,1.0,16,18
6193,4D,4S,,,,,1.0,1.0,1.0,0.0,15,12
6194,4D,4S,7C,,,,1.0,0.0,0.0,1.0,23,12
6195,10C,KD,,,,,0.0,0.0,1.0,1.0,20,21
6196,QC,9S,,,,,1.0,0.0,0.0,1.0,29,10
6197,3D,9H,,,,,0.0,1.0,0.0,1.0,12,22
6198,3D,3H,,,,,1.0,1.0,1.0,0.0,13,7
6199,3D,3H,7C,,,,0.0,0.0,1.0,1.0,13,17
6200,7D,8D,,,,,1.0,0.0,0.0,1.0,23,13
6201,7H,8H,,,,,1.0,0.0,0.0,1.0,22,19
6202,QD,10H,,,,,1.0,0.0,0.0,1.0,22,9
6203,9D,10C,,,,,0.0,1.0,0.0,1.0,19,25
6204,KC,JH,,,,,0.0,1.0,0.0,1.0,20,25
6205,2D,AH,,,,,0.0,0.0,1.0,1.0,13,16
6206,7C,JS,,,,,0.0,0.0,1.0,1.0,17,18
6207,3S,JC,,,,,1.0,1.0,1.0,0.0,19,17
6208,3S,JC,6D,,,,1.0,0.0,0.0,1.0,23,17
6209,8S,4H,,,,,1.0,1.0,1.0,0.0,19,16
6210,8S,4H,7C,,,,1.0,0.0,0.0,1.0,29,16
6211,KD,KC,,,,,1.0,0.0,0.0,1.0,29,13
6212,KH,5H,,,,,0.0,0.0,1.0,1.0,15,16
6213,3C,2S,,,,,1.0,1.0,1.0,0.0,14,14
6214,3C,2S,9S,,,,0.0,1.0,0.0,1.0,14,24
6215,8D,4H,,,,,1.0,1.0,1.0,0.0,16,20
6216,8D,4H,4D,,,,1.0,0.0,0.0,1.0,26,20
6217,9C,3H,,,,,0.0,0.0,1.0,1.0,12,18
6218,AH,8H,,,,,0.0,1.0,0.0,1.0,19,22
6219,KD,JH,,,,,0.0,1.0,0.0,1.0,20,26
6220,KH,9D,,,,,1.0,0.0,0.0,1.0,28,14
6221,8H,AD,,,,,1.0,1.0,1.0,0.0,19,13
6222,8H,AD,QC,,,,0.0,0.0,1.0,1.0,19,21
6223,6C,5C,,,,,0.0,0.0,1.0,1.0,11,12
6224,5C,3D,,,,,0.0,0.0,1.0,1.0,8,20
6225,2D,6H,,,,,0.0,0.0,1.0,1.0,8,13
6226,JS,JD,,,,,1.0,0.0,0.0,1.0,27,19
6227,7S,KH,,,,,0.0,0.0,1.0,1.0,17,19
6228,10C,5D,,,,,0.0,0.0,1.0,1.0,15,19
6229,5S,5D,,,,,0.0,0.0,1.0,1.0,10,14
6230,5H,6S,,,,,1.0,1.0,1.0,0.0,19,13
6231,5H,6S,8C,,,,0.0,0.0,1.0,1.0,19,21
6232,7D,KH,,,,,1.0,1.0,1.0,0.0,19,18
6233,7D,KH,2D,,,,0.0,1.0,0.0,1.0,19,24
6234,QH,10C,,,,,0.0,1.0,0.0,1.0,20,26
6235,9C,4H,,,,,0.0,0.0,1.0,1.0,13,17
6236,QS,JD,,,,,1.0,0.0,0.0,1.0,28,17
6237,3D,3C,,,,,0.0,0.0,1.0,1.0,6,7
6238,JC,5S,,,,,0.0,0.0,1.0,1.0,15,17
6239,AH,9S,,,,,1.0,1.0,1.0,0.0,20,8
6240,AH,9S,10H,,,,0.0,1.0,0.0,1.0,20,22
6241,4H,10D,,,,,0.0,1.0,0.0,1.0,14,23
6242,4C,AC,,,,,1.0,1.0,1.0,0.0,15,12
6243,4C,AC,JS,,,,1.0,0.0,0.0,1.0,25,12
6244,2C,9H,,,,,0.0,0.0,1.0,1.0,11,14
6245,JS,6H,,,,,0.0,0.0,1.0,1.0,16,19
6246,8C,QH,,,,,0.0,1.0,0.0,1.0,18,27
6247,4D,QS,,,,,0.0,1.0,0.0,1.0,14,22
6248,9S,6H,,,,,0.0,0.0,1.0,1.0,15,19
6249,JH,KS,,,,,1.0,0.0,0.0,1.0,30,11
6250,8C,2C,,,,,0.0,0.0,1.0,1.0,10,16
6251,5D,6C,,,,,0.0,0.0,1.0,1.0,11,18
6252,4S,9H,,,,,0.0,0.0,1.0,1.0,13,15
6253,9S,6D,,,,,1.0,1.0,1.0,0.0,19,17
6254,9S,6D,4S,,,,1.0,0.0,0.0,1.0,23,17
6255,QS,3D,,,,,1.0,0.0,0.0,1.0,23,18
6256,2C,5D,,,,,0.0,0.0,1.0,1.0,7,17
6257,QH,3D,,,,,1.0,1.0,1.0,0.0,21,14
6258,KD,2D,,,,,0.0,0.0,1.0,1.0,12,20
6259,KH,QS,,,,,1.0,0.0,0.0,1.0,27,14
6260,6S,10S,,,,,1.0,0.0,0.0,1.0,25,16
6261,7S,7C,,,,,0.0,0.0,1.0,1.0,14,17
6262,5D,10C,,,,,1.0,1.0,1.0,0.0,21,8
6263,KH,QH,,,,,0.0,1.0,0.0,1.0,20,22
6264,7H,6H,,,,,0.0,0.0,1.0,1.0,13,18
6265,6D,7H,,,,,1.0,0.0,0.0,1.0,23,14
6266,10D,7S,,,,,1.0,1.0,1.0,0.0,18,9
6267,10D,7S,AH,,,,0.0,1.0,0.0,1.0,18,24
6268,8H,7C,,,,,1.0,1.0,1.0,0.0,20,14
6269,8H,7C,5H,,,,0.0,1.0,0.0,1.0,20,24
6270,6D,8S,,,,,0.0,0.0,1.0,1.0,14,21
6271,JD,2C,,,,,0.0,0.0,1.0,1.0,12,18
6272,5D,QC,,,,,1.0,0.0,0.0,1.0,23,18
6273,6H,KC,,,,,0.0,0.0,1.0,1.0,16,20
6274,QS,6D,,,,,0.0,0.0,1.0,1.0,16,18
6275,2H,9C,,,,,0.0,0.0,1.0,1.0,11,19
6276,QD,JD,,,,,0.0,1.0,0.0,1.0,20,26
6277,QC,JC,,,,,0.0,0.0,1.0,1.0,20,21
6278,3C,7C,,,,,0.0,0.0,1.0,1.0,10,20
6279,3D,9C,,,,,0.0,0.0,1.0,1.0,12,17
6280,8H,6H,,,,,0.0,0.0,1.0,1.0,14,19
6281,4H,9D,,,,,0.0,1.0,0.0,1.0,13,23
6282,8C,5C,,,,,0.0,1.0,0.0,1.0,13,23
6283,8D,6H,,,,,1.0,0.0,0.0,1.0,23,7
6284,8H,3S,,,,,0.0,0.0,1.0,1.0,11,14
6285,6H,AS,,,,,0.0,1.0,0.0,1.0,17,26
6286,7H,10D,,,,,1.0,0.0,0.0,1.0,27,19
6287,4C,10S,,,,,0.0,0.0,1.0,1.0,14,15
6288,5H,4S,,,,,0.0,0.0,1.0,1.0,9,13
6289,QD,4H,,,,,1.0,1.0,1.0,0.0,17,10
6290,QD,4H,3S,,,,1.0,0.0,0.0,1.0,26,10
6291,6S,8D,,,,,0.0,0.0,1.0,1.0,14,17
6292,7D,3S,,,,,0.0,0.0,1.0,1.0,10,18
6293,7H,2C,,,,,0.0,0.0,1.0,1.0,9,19
6294,JD,QH,,,,,0.0,1.0,0.0,1.0,20,26
6295,2C,2D,,,,,0.0,0.0,1.0,1.0,4,8
6296,7S,8D,,,,,1.0,0.0,0.0,1.0,22,20
6297,5S,KC,,,,,0.0,1.0,0.0,1.0,15,25
6298,3C,2C,,,,,1.0,1.0,1.0,0.0,15,18
6299,3C,2C,JS,,,,1.0,0.0,0.0,1.0,25,18
6300,3H,6H,,,,,1.0,1.0,1.0,0.0,19,14
6301,3H,6H,JH,,,,1.0,0.0,0.0,1.0,29,14
6302,AC,2D,,,,,0.0,1.0,0.0,1.0,13,23
6303,3S,10D,,,,,0.0,1.0,0.0,1.0,13,23
6304,7D,AC,,,,,0.0,1.0,0.0,1.0,18,28
6305,9C,KS,,,,,1.0,0.0,0.0,1.0,25,16
6306,KH,3S,,,,,1.0,1.0,1.0,0.0,19,19
6307,KH,3S,6C,,,,0.0,1.0,0.0,1.0,19,24
6308,KS,3H,,,,,1.0,1.0,1.0,0.0,18,20
6309,KS,3H,5S,,,,1.0,0.0,0.0,1.0,26,20
6310,4C,8S,,,,,0.0,0.0,1.0,1.0,12,19
6311,5H,3H,,,,,0.0,0.0,1.0,1.0,8,12
6312,5D,3S,,,,,0.0,0.0,1.0,1.0,8,11
6313,10D,9D,,,,,1.0,0.0,0.0,1.0,29,18
6314,2S,8C,,,,,1.0,1.0,1.0,0.0,15,16
6315,2S,8C,5C,,,,1.0,1.0,1.0,0.0,16,16
6316,2S,8C,5C,AS,,,1.0,1.0,1.0,0.0,19,16
6317,2S,8C,5C,AS,3D,,1.0,0.0,0.0,1.0,29,16
6318,2S,6D,,,,,1.0,1.0,1.0,0.0,13,5
6319,2S,6D,5C,,,,0.0,0.0,1.0,1.0,13,15
6320,QH,QD,,,,,0.0,1.0,0.0,1.0,20,26
6321,6C,JC,,,,,1.0,0.0,0.0,1.0,24,10
6322,2D,KH,,,,,0.0,0.0,1.0,1.0,12,18
6323,5D,2S,,,,,1.0,1.0,1.0,0.0,11,18
6324,5D,2S,4C,,,,1.0,1.0,1.0,0.0,15,18
6325,5D,2S,4C,4D,,,1.0,1.0,1.0,0.0,16,18
6326,5D,2S,4C,4D,AD,,0.0,0.0,1.0,1.0,16,18
6327,3H,JC,,,,,0.0,0.0,1.0,1.0,13,18
6328,QC,8D,,,,,1.0,0.0,0.0,1.0,28,14
6329,5C,6H,,,,,0.0,0.0,1.0,1.0,11,12
6330,JH,4C,,,,,0.0,0.0,1.0,1.0,14,19
6331,3H,8H,,,,,0.0,0.0,1.0,1.0,11,14
6332,5S,10S,,,,,0.0,0.0,1.0,1.0,15,16
6333,5C,10C,,,,,1.0,1.0,1.0,0.0,18,14
6334,5C,10C,3D,,,,0.0,1.0,0.0,1.0,18,24
6335,2H,5H,,,,,0.0,0.0,1.0,1.0,7,19
6336,4D,4H,,,,,0.0,0.0,1.0,1.0,8,9
6337,6D,3S,,,,,1.0,1.0,1.0,0.0,11,12
6338,6D,3S,2C,,,,1.0,1.0,1.0,0.0,21,12
6339,AC,7D,,,,,0.0,1.0,0.0,1.0,18,23
6340,10C,KS,,,,,0.0,1.0,0.0,1.0,20,22
6341,5C,2H,,,,,0.0,0.0,1.0,1.0,7,9
6342,5D,8S,,,,,1.0,0.0,0.0,1.0,23,16
6343,6S,AD,,,,,1.0,1.0,1.0,0.0,17,19
6344,6S,AD,QD,,,,1.0,1.0,1.0,0.0,21,19
6345,JD,KH,,,,,0.0,1.0,0.0,1.0,20,24
6346,2C,AS,,,,,0.0,0.0,1.0,1.0,13,18
